StartTime,B01_DE,B01_DK,B01_HU,B01_IT,B01_NE,B01_PO,B01_SE,B01_SP,B01_UK,B09_DE,B09_DK,B09_HU,B09_IT,B09_NE,B09_PO,B09_SE,B09_SP,B09_UK,B10_DE,B10_DK,B10_HU,B10_IT,B10_NE,B10_PO,B10_SE,B10_SP,B10_UK,B11_DE,B11_DK,B11_HU,B11_IT,B11_NE,B11_PO,B11_SE,B11_SP,B11_UK,B12_DE,B12_DK,B12_HU,B12_IT,B12_NE,B12_PO,B12_SE,B12_SP,B12_UK,B13_DE,B13_DK,B13_HU,B13_IT,B13_NE,B13_PO,B13_SE,B13_SP,B13_UK,B15_DE,B15_DK,B15_HU,B15_IT,B15_NE,B15_PO,B15_SE,B15_SP,B15_UK,B16_DE,B16_DK,B16_HU,B16_IT,B16_NE,B16_PO,B16_SE,B16_SP,B16_UK,B18_DE,B18_DK,B18_HU,B18_IT,B18_NE,B18_PO,B18_SE,B18_SP,B18_UK,B19_DE,B19_DK,B19_HU,B19_IT,B19_NE,B19_PO,B19_SE,B19_SP,B19_UK,Load_DE,Load_DK,Load_HU,Load_IT,Load_NE,Load_PO,Load_SE,Load_SP,Load_UK,green_energy_DE,green_energy_DK,green_energy_HU,green_energy_IT,green_energy_NE,green_energy_PO,green_energy_SE,green_energy_SP,green_energy_UK,surplus_DE,surplus_DK,surplus_HU,surplus_IT,surplus_NE,surplus_PO,surplus_SE,surplus_SP,surplus_UK,target
2022-07-14 10:00:00,16611.0,45.0,481.0,651.0,61.0,198.0,,512.0,,44.0,,0.0,601.0,,,,0.0,,191.0,,,0.0,,0.0,,,,5614.0,,24.0,3093.0,0.0,95.0,,664.0,,393.0,,20.0,436.0,,0.0,6710.0,1128.0,,,,,,,,,0.0,,360.0,,56.0,,,,,96.0,,133024.0,744.0,6783.0,10737.0,778.0,5823.0,509.0,10128.0,,11799.0,1528.0,,2.0,957.0,,,0.0,,22734.0,2476.0,177.0,1177.0,605.0,3250.0,5655.0,2160.0,,260705.0,3880.0,21254.0,44801.0,38295.0,21969.0,13158.0,36716.0,1760.0,190770.0,4793.0,7541.0,16697.0,2401.0,9366.0,12874.0,14688.0,,-69935.0,913.0,-13713.0,-28104.0,-35894.0,-12603.0,-284.0,-22028.0,,DK
2022-03-03 06:00:00,19713.0,922.0,500.0,679.0,113.0,232.0,,531.0,,104.0,,0.0,637.0,,,,0.0,,15140.0,,,808.0,,209.0,,,,4189.0,,49.0,3469.0,0.0,274.0,,917.0,,1213.0,,32.0,1010.0,,0.0,9996.0,5539.0,,,,,,,,,0.0,,677.0,,52.0,,,,,103.0,,11752.0,270.0,1630.0,3859.0,51.0,864.0,68.0,994.0,,7864.0,108.0,,,1700.0,,,0.0,,11859.0,296.0,254.0,532.0,2765.0,464.0,4221.0,3686.0,655.0,275157.0,5288.0,24639.0,43256.0,54169.0,24288.0,20235.0,31328.0,1380.0,72511.0,1596.0,2517.0,10994.0,4629.0,2043.0,14285.0,11770.0,655.0,-202646.0,-3692.0,-22122.0,-32262.0,-49540.0,-22245.0,-5950.0,-19558.0,-725.0,UK
2022-11-12 02:00:00,18089.0,207.0,587.0,755.0,104.0,252.0,,432.0,,116.0,,0.0,623.0,,,,0.0,,181.0,,,0.0,,0.0,,,,4704.0,,36.0,1333.0,0.0,135.0,,572.0,,762.0,,68.0,42.0,,0.0,2077.0,340.0,,,,,,,,,0.0,,504.0,,42.0,,,,,96.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,12654.0,1525.0,,14.0,848.0,,,0.0,,23621.0,2112.0,135.0,4218.0,812.0,2114.0,8577.0,11792.0,137.0,166243.0,2780.0,15848.0,22923.0,39651.0,14167.0,10724.0,20324.0,,60631.0,3844.0,868.0,6985.0,1764.0,2501.0,10654.0,13292.0,137.0,-105612.0,1064.0,-14980.0,-15938.0,-37887.0,-11666.0,-70.0,-7032.0,,DK
2022-03-26 04:00:00,18440.0,354.0,378.0,627.0,0.0,142.0,,491.0,,126.0,,0.0,655.0,,,,0.0,,429.0,,,140.0,,0.0,,,,4090.0,,61.0,1163.0,0.0,162.0,,996.0,,780.0,,61.0,181.0,,0.0,3797.0,1044.0,,,,,,,,,0.0,,528.0,,48.0,,,,,107.0,,63.0,14.0,119.0,443.0,0.0,233.0,11.0,13.0,,9806.0,1670.0,,,1313.0,,,0.0,,50794.0,1628.0,73.0,1393.0,897.0,5694.0,8734.0,5447.0,12.0,189210.0,3332.0,18423.0,25975.0,39836.0,16986.0,14673.0,21103.0,1207.0,85056.0,3666.0,740.0,4602.0,2210.0,6231.0,12542.0,8098.0,12.0,-104154.0,334.0,-17683.0,-21373.0,-37626.0,-10755.0,-2131.0,-13005.0,-1195.0,DK
2022-05-22 04:00:00,17834.0,196.0,445.0,523.0,80.0,238.0,,462.0,,107.0,,0.0,639.0,,,,0.0,,2267.0,,,238.0,,0.0,,,,7180.0,,56.0,3838.0,0.0,139.0,,873.0,,843.0,,52.0,329.0,,0.0,7213.0,788.0,,,,,,,,,0.0,,372.0,,54.0,,,,,112.0,,13779.0,228.0,1004.0,2490.0,117.0,1091.0,86.0,479.0,,1112.0,321.0,,,189.0,,,0.0,,8737.0,426.0,213.0,1207.0,407.0,2686.0,586.0,4750.0,,148387.0,2984.0,14542.0,23238.0,34285.0,13890.0,11653.0,19827.0,963.0,52231.0,1171.0,1824.0,9264.0,793.0,4154.0,7885.0,7464.0,,-96156.0,-1813.0,-12718.0,-13974.0,-33492.0,-9736.0,-3768.0,-12363.0,,DK
2022-01-03 07:00:00,18298.0,809.0,515.0,649.0,83.0,234.0,,540.0,,96.0,,0.0,650.0,,,,0.0,,7495.0,,,180.0,,47.0,,,,5459.0,,32.0,3429.0,0.0,237.0,,1077.0,,280.0,,16.0,511.0,,43.0,10419.0,2399.0,,,,,,,,0.0,0.0,,504.0,,42.0,,,,,92.0,,1458.0,12.0,324.0,2348.0,2.0,144.0,1.0,1863.0,,24274.0,2032.0,,,8814.0,,,0.0,,145399.0,2900.0,839.0,2760.0,8174.0,3750.0,2559.0,5202.0,,261928.0,5072.0,22989.0,35378.0,57029.0,22929.0,19451.0,30212.0,1170.0,203263.0,5753.0,1768.0,10527.0,17073.0,4455.0,12979.0,11173.0,,-58665.0,681.0,-21221.0,-24851.0,-39956.0,-18474.0,-6472.0,-19039.0,,DK
2022-09-24 11:00:00,17648.0,694.0,380.0,640.0,64.0,49.0,,412.0,,84.0,,0.0,624.0,,,,0.0,,454.0,,,179.0,,0.0,,,,5086.0,,36.0,1470.0,0.0,118.0,,420.0,,141.0,,28.0,449.0,,0.0,9303.0,1508.0,,,,,,,,,0.0,,372.0,,56.0,,,,,84.0,,58785.0,924.0,5191.0,4602.0,253.0,3454.0,203.0,11372.0,,11192.0,257.0,,2.0,6845.0,,,0.0,,4803.0,119.0,176.0,3095.0,3841.0,127.0,843.0,6168.0,,200575.0,3406.0,15813.0,27133.0,42578.0,17814.0,12635.0,25992.0,,98565.0,1994.0,5867.0,11061.0,11003.0,3748.0,10349.0,19964.0,,-102010.0,-1412.0,-9946.0,-16072.0,-31575.0,-14066.0,-2286.0,-6028.0,,DK
2022-10-20 17:00:00,19017.0,271.0,692.0,786.0,180.0,261.0,,324.0,,84.0,,0.0,621.0,,,,0.0,,10848.0,,,984.0,,845.0,,,,4400.0,,44.0,2341.0,0.0,161.0,,632.0,,1075.0,,64.0,361.0,,5.0,9921.0,1244.0,,,,,,,,,0.0,,390.0,,52.0,,,,,96.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,,21741.0,1898.0,,1.0,3991.0,,,0.0,,80103.0,2177.0,593.0,296.0,4026.0,3738.0,2376.0,13752.0,,255498.0,3834.0,22823.0,36343.0,55461.0,22835.0,15157.0,29528.0,,137658.0,4346.0,1445.0,5390.0,8197.0,5010.0,12297.0,16352.0,,-117840.0,512.0,-21378.0,-30953.0,-47264.0,-17825.0,-2860.0,-13176.0,,DK
2022-05-10 02:00:00,17406.0,374.0,449.0,527.0,82.0,250.0,,364.0,,100.0,,0.0,613.0,,,,0.0,,673.0,,,,,0.0,,,,5563.0,,44.0,2308.0,0.0,180.0,,1038.0,,545.0,,52.0,88.0,,46.0,5059.0,1282.0,,,,,,,,,0.0,,372.0,,50.0,,,,,103.0,,0.0,8.0,1.0,4.0,0.0,81.0,6.0,493.0,,16993.0,1892.0,,,5536.0,,,0.0,,42295.0,1246.0,13.0,1404.0,3153.0,3246.0,6332.0,3520.0,,192244.0,3228.0,16598.0,24809.0,40833.0,16452.0,12379.0,21751.0,1091.0,83947.0,3520.0,609.0,4944.0,8771.0,3803.0,11397.0,6800.0,,-108297.0,292.0,-15989.0,-19865.0,-32062.0,-12649.0,-982.0,-14951.0,,DK
2022-05-07 08:00:00,17759.0,360.0,535.0,583.0,81.0,251.0,,546.0,,104.0,,0.0,612.0,,,,0.0,,424.0,,,55.0,,0.0,,,,5666.0,,36.0,2600.0,0.0,201.0,,1087.0,,550.0,,28.0,99.0,,0.0,4863.0,917.0,,,,,,,,,0.0,,372.0,,57.0,,,,,121.0,,95126.0,1190.0,3775.0,6001.0,650.0,3915.0,359.0,13459.0,,2028.0,669.0,,,83.0,,,0.0,,4319.0,2006.0,59.0,4676.0,507.0,713.0,7021.0,4588.0,,218163.0,3673.0,18002.0,31696.0,34656.0,19023.0,13214.0,25537.0,1802.0,126348.0,4225.0,4490.0,14626.0,1321.0,5080.0,12243.0,20718.0,,-91815.0,552.0,-13512.0,-17070.0,-33335.0,-13943.0,-971.0,-4819.0,,DK
2022-03-29 03:00:00,18214.0,605.0,624.0,574.0,0.0,174.0,,534.0,,116.0,,0.0,630.0,,,,0.0,,1505.0,,,184.0,,2.0,,,,3952.0,,53.0,1232.0,0.0,169.0,,842.0,,525.0,,60.0,150.0,,50.0,8848.0,2006.0,,,,,,,,,0.0,,580.0,,44.0,,,,,106.0,,0.0,0.0,0.0,6.0,0.0,33.0,0.0,8.0,,5288.0,939.0,,,219.0,,,0.0,,23295.0,805.0,78.0,743.0,577.0,1849.0,3730.0,2547.0,2.0,213573.0,4213.0,19634.0,31475.0,42422.0,20362.0,17855.0,24359.0,1284.0,53475.0,2349.0,859.0,3519.0,796.0,2277.0,12578.0,6043.0,2.0,-160098.0,-1864.0,-18775.0,-27956.0,-41626.0,-18085.0,-5277.0,-18316.0,-1282.0,UK
2022-01-31 08:00:00,19645.0,668.0,574.0,585.0,40.0,192.0,,438.0,,82.0,,1.0,633.0,,,,0.0,,17281.0,,,278.0,,3.0,,,,3526.0,,60.0,3554.0,0.0,135.0,,680.0,,1254.0,,40.0,571.0,,0.0,11694.0,2045.0,,,,,,,,0.0,0.0,,728.0,,48.0,,,,,95.0,,5784.0,158.0,1186.0,2954.0,111.0,784.0,46.0,5458.0,,7739.0,159.0,,,6673.0,,,0.0,,71311.0,73.0,43.0,4997.0,7694.0,1255.0,1980.0,12100.0,1097.0,301092.0,5291.0,25520.0,44461.0,62448.0,24721.0,22170.0,33964.0,2104.0,127350.0,1058.0,1952.0,13572.0,14518.0,2369.0,13720.0,20816.0,1097.0,-173742.0,-4233.0,-23568.0,-30889.0,-47930.0,-22352.0,-8450.0,-13148.0,-1007.0,UK
2022-12-08 07:00:00,18596.0,846.0,463.0,739.0,65.0,281.0,,408.0,,91.0,,0.0,619.0,,,,0.0,,7789.0,,,239.0,,270.0,,,,3963.0,,52.0,3501.0,0.0,111.0,,800.0,,625.0,,56.0,820.0,,0.0,10238.0,1420.0,,,,,,,,,0.0,,656.0,,56.0,,,,,76.0,,3128.0,39.0,618.0,2838.0,7.0,804.0,8.0,16.0,,5061.0,130.0,,0.0,3380.0,,,0.0,,39856.0,479.0,280.0,2146.0,1538.0,2027.0,2536.0,8476.0,179.0,268778.0,5067.0,24527.0,29236.0,61855.0,24877.0,22006.0,22700.0,,79765.0,1494.0,1525.0,10902.0,4990.0,3493.0,12782.0,11196.0,179.0,-189013.0,-3573.0,-23002.0,-18334.0,-56865.0,-21384.0,-9224.0,-11504.0,,DK
2022-11-15 07:00:00,19608.0,301.0,590.0,716.0,80.0,272.0,,424.0,,109.0,,0.0,602.0,,,,0.0,,12179.0,,,115.0,,379.0,,,,4975.0,,36.0,3382.0,0.0,113.0,,668.0,,609.0,,60.0,693.0,,0.0,10060.0,1692.0,,,,,,,,,0.0,,428.0,,50.0,,,,,88.0,,20362.0,64.0,837.0,2738.0,23.0,1388.0,11.0,72.0,,14861.0,1101.0,,0.0,7349.0,,,0.0,,37168.0,1478.0,171.0,1094.0,4461.0,277.0,3889.0,13752.0,114.0,254080.0,4668.0,22573.0,39399.0,55745.0,23595.0,16074.0,28464.0,,110299.0,2944.0,1744.0,9340.0,11913.0,2429.0,13960.0,16696.0,114.0,-143781.0,-1724.0,-20829.0,-30059.0,-43832.0,-21166.0,-2114.0,-11768.0,,DK
2022-08-24 19:00:00,17970.0,189.0,404.0,700.0,61.0,47.0,,432.0,,76.0,,0.0,625.0,,,,0.0,,9726.0,,,87.0,,86.0,,,,5122.0,,20.0,2638.0,0.0,125.0,,596.0,,797.0,,20.0,700.0,,40.0,7976.0,2936.0,,,,,,,,,0.0,,352.0,,52.0,,,,,92.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,,1664.0,331.0,,4.0,2073.0,,,0.0,,37988.0,761.0,102.0,2237.0,2063.0,1372.0,2041.0,5840.0,,210246.0,3587.0,20437.0,32139.0,55410.0,19800.0,12016.0,32412.0,,73695.0,1281.0,598.0,6991.0,4197.0,1670.0,10017.0,10716.0,,-136551.0,-2306.0,-19839.0,-25148.0,-51213.0,-18130.0,-1999.0,-21696.0,,SE
2022-11-01 12:00:00,17407.0,167.0,610.0,714.0,92.0,251.0,,408.0,,68.0,,0.0,612.0,,,,0.0,,800.0,,,142.0,,0.0,,,,5232.0,,40.0,1732.0,0.0,126.0,,676.0,,518.0,,24.0,59.0,,0.0,9867.0,308.0,,,,,,,,,0.0,,432.0,,51.0,,,,,80.0,,49720.0,218.0,2671.0,4788.0,631.0,1077.0,23.0,9356.0,,20085.0,1416.0,,0.0,8681.0,,,0.0,,80960.0,3006.0,1.0,264.0,8363.0,634.0,2027.0,3468.0,908.0,213638.0,4374.0,15889.0,23454.0,40678.0,15796.0,15774.0,22188.0,,175222.0,4807.0,3397.0,8311.0,17767.0,2088.0,11917.0,14296.0,908.0,-38416.0,433.0,-12492.0,-15143.0,-22911.0,-13708.0,-3857.0,-7892.0,,DK
2022-05-01 04:00:00,18309.0,587.0,393.0,597.0,60.0,249.0,,526.0,,96.0,,0.0,652.0,,,,0.0,,304.0,,,9.0,,95.0,,,,4838.0,,20.0,2494.0,0.0,206.0,,1234.0,,171.0,,28.0,81.0,,57.0,9197.0,1550.0,,,,,,,,,0.0,,480.0,,55.0,,,,,108.0,,4348.0,170.0,663.0,1498.0,48.0,1232.0,100.0,312.0,,178.0,160.0,,,0.0,,,0.0,,8508.0,143.0,101.0,230.0,339.0,336.0,1155.0,2945.0,,151030.0,3134.0,14281.0,19394.0,38034.0,14092.0,12647.0,17778.0,1082.0,37232.0,1060.0,1260.0,5561.0,447.0,2175.0,10452.0,6675.0,,-113798.0,-2074.0,-13021.0,-13833.0,-37587.0,-11917.0,-2195.0,-11103.0,,DK
2022-05-09 09:00:00,17435.0,356.0,462.0,591.0,83.0,251.0,,387.0,,91.0,,0.0,612.0,,,,0.0,,1462.0,,,0.0,,0.0,,,,5299.0,,48.0,2624.0,0.0,195.0,,1010.0,,888.0,,29.0,88.0,,0.0,8259.0,1522.0,,,,,,,,,0.0,,372.0,,55.0,,,,,109.0,,135021.0,1436.0,6101.0,10281.0,1255.0,5511.0,614.0,13511.0,,985.0,315.0,,,8.0,,,0.0,,5981.0,820.0,7.0,958.0,348.0,302.0,3171.0,1663.0,,261179.0,4251.0,18865.0,35078.0,34090.0,20852.0,14840.0,28847.0,2019.0,167534.0,2927.0,6702.0,15154.0,1694.0,6259.0,12044.0,18202.0,,-93645.0,-1324.0,-12163.0,-19924.0,-32396.0,-14593.0,-2796.0,-10645.0,,DK
2022-03-05 11:00:00,18728.0,856.0,625.0,657.0,112.0,142.0,,534.0,,104.0,,0.0,639.0,,,,0.0,,543.0,,,,,15.0,,,,3647.0,,53.0,1232.0,0.0,248.0,,739.0,,240.0,,44.0,183.0,,0.0,9254.0,1123.0,,,,,,,,,0.0,,677.0,,55.0,,,,,116.0,,94014.0,668.0,2687.0,7630.0,1103.0,1575.0,223.0,8111.0,,5300.0,28.0,,,623.0,,,0.0,,12179.0,76.0,9.0,5423.0,651.0,186.0,3685.0,4949.0,353.0,234542.0,4125.0,22340.0,32273.0,32811.0,22124.0,17709.0,28202.0,2042.0,135432.0,1628.0,3473.0,15764.0,2489.0,2166.0,13162.0,15572.0,353.0,-99110.0,-2497.0,-18867.0,-16509.0,-30322.0,-19958.0,-4547.0,-12630.0,-1689.0,UK
2022-05-07 07:00:00,18075.0,384.0,541.0,583.0,82.0,252.0,,541.0,,104.0,,0.0,613.0,,,,0.0,,1081.0,,,312.0,,0.0,,,,5710.0,,36.0,2849.0,0.0,199.0,,1097.0,,618.0,,36.0,372.0,,0.0,4953.0,1143.0,,,,,,,,,0.0,,372.0,,58.0,,,,,120.0,,75714.0,951.0,3119.0,4653.0,574.0,3820.0,283.0,12415.0,,2058.0,621.0,,,133.0,,,0.0,,3127.0,1952.0,79.0,4820.0,372.0,534.0,7156.0,4074.0,,215604.0,3730.0,18091.0,32439.0,37522.0,19093.0,13168.0,25472.0,1708.0,106859.0,3908.0,3869.0,14202.0,1161.0,4805.0,12392.0,19390.0,,-108745.0,178.0,-14222.0,-18237.0,-36361.0,-14288.0,-776.0,-6082.0,,DK
